Username,ID,Money Available,Role,Password,First Name,DOB,Flights Purchased,MinerAirlines Membership,Last Name,Updated Flights Purchased,Updated Money Available
christopherdavis,704,14217.17,Employee,Fun!23,Christopher,3/21/96,0,FALSE,Davis,6,66.70887499999773
ericvazquez,190,4724.47,Employee,Fun!23,Eric,4/18/96,0,FALSE,Vazquez,7,56.06012499999929
zacharytran,413,8738.64,Employee,Fun!23,Zachary,5/13/96,0,TRUE,Tran,8,61.76175000000032
alexisshea,449,9188.53,Employee,Fun!23,Alexis,6/3/96,0,TRUE,Shea,8,114.3926250000008
jessedunn,890,12702.17,Employee,Fun!23,Jesse,6/21/96,0,TRUE,Dunn,11,32.44171874999995
keithchristensen,784,8397.84,Employee,Fun!23,Keith,8/20/96,0,FALSE,Christensen,7,43.29481249999998
kristenmartinez,1024,7890.38,Employee,Fun!23,Kristen,9/9/96,0,TRUE,Martinez,15,64.46775000000002
janethughes,618,4205.88,Employee,Fun!23,Janet,9/15/96,0,TRUE,Hughes,4,21.346749999998764
jamesmorgan,587,12824.31,Employee,Fun!23,James,12/12/96,0,FALSE,Morgan,4,13.910124999999717
ericramos,472,7552.39,Employee,Fun!23,Eric,12/24/96,0,FALSE,Ramos,6,118.69806249999982
mirandawalker,960,4328.82,Employee,Fun!23,Miranda,12/26/96,0,FALSE,Walker,4,78.69374999999968
christopherortega,913,10136.49,Employee,Fun!23,Christopher,3/20/97,0,TRUE,Ortega,7,68.6899374999997
alexandrasimpson,782,10258.83,Employee,Fun!23,Alexandra,5/3/97,0,FALSE,Simpson,6,47.95743750000027
simbaking,24,14635.92,Customer,Fun!23,Simba,9/20/97,0,TRUE,King,5,25.468406250000044
lancedominguez,302,7775.14,Employee,Fun!23,Lance,11/4/97,0,FALSE,Dominguez,9,44.636499999999856
tammymartinez,287,10938.84,Employee,Fun!23,Tammy,11/24/97,0,FALSE,Martinez,12,39.077999999999875
corybyrd,1037,4203.65,Employee,Fun!23,Cory,1/12/98,0,TRUE,Byrd,4,13.294874999999791
timothyromero,218,8435.84,Employee,Fun!23,Timothy,3/21/98,0,FALSE,Romero,11,28.832124999999877
cherylwilson,325,8405.34,Employee,Fun!23,Cheryl,4/4/98,0,TRUE,Wilson,6,60.005750000001
amandamiller,208,10365.86,Employee,Fun!23,Amanda,4/6/98,0,TRUE,Miller,8,37.78262499999967
cinderelladisney,8,5270.44,Customer,Fun!23,Cinderella,4/9/98,0,FALSE,Disney,10,0.6209062500000755
michaelcastillo,401,14131.9,Employee,Fun!23,Michael,6/11/98,0,TRUE,Castillo,4,39.060500000000076
michaelcowan,737,5814.98,Employee,Fun!23,Michael,6/28/98,0,TRUE,Cowan,8,78.8658125000006
marissahenry,980,11745.31,Employee,Fun!23,Marissa,7/29/98,0,FALSE,Henry,7,43.52825000000058
elizabethjackson,1006,4956.91,Employee,Fun!23,Elizabeth,7/31/98,0,FALSE,Jackson,6,5.174374999999031
paulfisher,232,13653.36,Employee,Fun!23,Paul,8/5/98,0,FALSE,Fisher,5,129.9193750000003
kyletaylor,335,5623.92,Employee,Fun!23,Kyle,10/6/98,0,FALSE,Taylor,6,2.326125000000161
daniellechavez,899,8514.6,Employee,Fun!23,Danielle,10/18/98,0,FALSE,Chavez,13,74.94775000000065
chrisjones,571,9542.92,Employee,Fun!23,Chris,11/20/98,0,TRUE,Jones,7,142.07800000000032
jamesanderson,653,6884,Employee,Fun!23,James,11/20/98,0,TRUE,Anderson,5,10.545000000000556
anthonybyrd,979,10594.1,Employee,Fun!23,Anthony,11/24/98,0,FALSE,Byrd,5,30.376156249998104
seansmith,773,3054.44,Employee,Fun!23,Sean,12/3/98,0,TRUE,Smith,7,23.348749999998944
ronaldmartinez,948,12600.32,Employee,Fun!23,Ronald,1/12/99,0,FALSE,Martinez,9,73.42299999999886
williamevans,553,3723.87,Employee,Fun!23,William,2/9/99,0,TRUE,Evans,3,9.971687500000726
michaelnunez,733,9090.46,Employee,Fun!23,Michael,2/11/99,0,FALSE,Nunez,8,18.832406249999792
jeffreydelgado,210,2196.76,Employee,Fun!23,Jeffrey,2/13/99,0,FALSE,Delgado,8,81.58896874999948
michaelflores,764,9965.37,Employee,Fun!23,Michael,3/23/99,0,TRUE,Flores,10,54.13218749999777
robertkennedy,994,10766.85,Employee,Fun!23,Robert,4/16/99,0,TRUE,Kennedy,6,20.55100000000178
colleentorres,513,12194.42,Employee,Fun!23,Colleen,8/21/99,0,TRUE,Torres,10,8.768624999998778
leroywalters,262,13434.04,Employee,Fun!23,Leroy,9/30/99,0,TRUE,Walters,8,69.17775000000097
tiffanydavis,524,14737,Employee,Fun!23,Tiffany,10/1/99,0,FALSE,Davis,7,70.33528125000024
michellegriffin,804,9719.06,Employee,Fun!23,Michelle,1/13/00,0,TRUE,Griffin,9,9.451999999998947
mufassadisney,13,5870.49,Customer,Fun!23,Mufassa,1/24/00,0,TRUE,Disney,6,58.820875000000115
daltonbryant,926,14237.58,Employee,Fun!23,Dalton,2/2/00,0,TRUE,Bryant,3,56.85587499999781
michaeljohnson,986,6709.48,Employee,Fun!23,Michael,2/6/00,0,FALSE,Johnson,12,11.468437500000675
austingriffin,106,14035.99,Employee,Fun!23,Austin,3/28/00,0,FALSE,Griffin,5,75.71350000000017
christopherosborne,633,9945.22,Employee,Fun!23,Christopher,5/23/00,0,FALSE,Osborne,7,74.32593749999967
denisewilliams,342,12469.82,Employee,Fun!23,Denise,8/29/00,0,TRUE,Williams,5,43.64309374999999
kathleenhines,549,4418.3,Employee,Fun!23,Kathleen,12/16/00,0,FALSE,Hines,10,8.231281250001018
williamadkins,728,6833.06,Employee,Fun!23,William,12/24/00,0,FALSE,Adkins,7,94.33237499999962
